,University Name,Department Name,Faculty Directory Homepage
dixonl2,Borough of Manhattan Community College,Computer Science,https://www.bmcc.cuny.edu/academics/departments/cis/faculty/
eyw3,University of Toledo,Electrical Engineering and Computer Science,https://www.utoledo.edu/engineering/electrical-engineering-computer-science/people/faculty.html
spandey6,Tufts University,Department of Electrical and Computer Engineering,https://engineering.tufts.edu/ece/people/faculty
shengyi4,University of Southern California,Civil and Environmental Engineering,https://cee.usc.edu/directory/faculty/
amang5,University of California San Diego,Cognitive Science,http://www.cogsci.ucsd.edu/people/faculty/index.html
quirovi2,Rutgers University,Biomedical Engineering,https://bme.rutgers.edu/faculty
dmikha2,Rose-Hulman Institute of Technology,Biology and Biomedical Engineering,https://www.rose-hulman.edu/academics/academic-departments/biology-and-biomedical-engineering/faculty-and-staff.html
jongwoo2,Stanford University,Mathematics,https://mathematics.stanford.edu/people/faculty-lecturers
adubi2,Arizona State University,Physics,https://physics.asu.edu/content/faculty
gangyao2,Southern Methodist University, Electrical and Computer Engineering,https://www.smu.edu/Lyle/Academics/Departments/ECE/People
ppathri2,University of Cincinnati,Aerospace Engineering & Engineering Mechanics,https://ceas.uc.edu/academics/departments/aerospace-engineering-mechanics/people.html
pmanden2,University of New Hampshire,Computer Science,https://ceps.unh.edu/computer-science/faculty-staff-directory
yutong21,University of Waterloo,Civil and Environment Engineering,https://uwaterloo.ca/civil-environmental-engineering/about/people/group/44
syusov2,The University of Rhode Island,Computer Science and Statistics,https://web.uri.edu/cs/people/
ruobinw2,University of Washington,Informatics,https://ischool.uw.edu/people/faculty
houyuan2,UC San Diego,UC San Diego,http://www.ece.ucsd.edu/people/faculty
keshari2,Cornell University,Mathematics,https://math.cornell.edu/faculty
cheny9,University of Waterloo,Physics and Astronomy,https://uwaterloo.ca/physics-astronomy/people-profiles/category/23
aging2,University of Illinois at Urbana-Champaign,Astronomy,https://astro.illinois.edu/directory/faculty
ks56,Northwestern University,Chemical and Biological Engineering,https://www.mccormick.northwestern.edu/chemical-biological/people/faculty/
yuey8,University of Michigan,Biomedical Engineering,https://bme.umich.edu/people/
ss117,"Birla Institute of Technology and Sciences, Pilani",Mechanical Engineering,https://www.bits-pilani.ac.in/pilani/pilaniMechanicalEngineering/Faculty
dedobbe2,California State University Long Beach,Mechanical & Aerospace Engineering,https://web.csulb.edu/colleges/coe/mae/faculty/index.shtml
wlchan2,The Hong Kong University of Science and Technology ,"Information Systems, Business Statistics and Operations Management",https://www.bm.ust.hk/isom/faculty-and-staff/directory
hh21,Texas A&M University,Statistics,https://www.stat.tamu.edu/people/#faculty-all
wenxif2,Vanderbilt University,Biomedical Engineering,https://engineering.vanderbilt.edu/bme/facultystaff/index.php
myf2,University of Colorado at Boulder,Department of Classics,https://www.colorado.edu/classics/faculty
everton2,University of Utah,Department of Chemistry,https://chem.utah.edu/directory/faculty.php
seanlai2,University of Washington Tacoma,Engineering & Technology,http://directory.tacoma.uw.edu/node/10
slj2,University of Florida,Animal Sciences,https://animal.ifas.ufl.edu/people/
ahmada4,Thompson Rivers University,Computer Science,https://www.tru.ca/science/programs/compsci/people
thiagos2,Clemson University,Mechanical Engineering,https://www.clemson.edu/cecas/departments/me/people/faculty/index.html
lipingx2,Monash University,Electrical and Computer Systems Engineering,https://www.monash.edu/engineering/departments/ecse/about-us/our-people
kuoyu2,MIT,Chemistry,https://chemistry.mit.edu/faculty/
ajaw2,Depaul University ,Psychology,https://csh.depaul.edu/academics/psychology/faculty-staff/Pages/default.aspx
nitink3,Texas Tech University,Electrical & Computer Engineering,https://www.depts.ttu.edu/ece/faculty/
mlb12,Case Western Reserve University,Materials Science & Engineering,https://engineering.case.edu/materials-science-and-engineering/faculty-and-staff
ying12,"University of Maryland, Baltimore County","Chemical, Biochemical & Environmental Engineering",https://cbee.umbc.edu/faculty/
mzhai,https://math.illinois.edu/,Learning Science,https://www.sesp.northwestern.edu/common/people/faculty/ls/
mpigott2,Rensselaer Polytechnic Institute,Civil and Environmental Engineering,https://cee.rpi.edu/people
zy37,University of Waterloo,PURE MATHEMATICS,https://uwaterloo.ca/pure-mathematics/department-members/faculty-members
jzheng5,UC Santa Cruz,Economics,https://economics.ucsc.edu/faculty/index.php
pal9,University of Nebraska-Lincoln,Electrical & Computer Engineering,https://engineering.unl.edu/ece/ece-faculty-and-staff/
juan4,University of South Alabama,Computer Science,https://www.southalabama.edu/colleges/soc/computerscience/faculty.html
jjhenn2,Athabasca University,SCHOOL OF COMPUTING AND INFORMATION SYSTEMS > Faculty of Science and Technology,https://scis.athabascau.ca/our-people/our-people.php
kaipak2,Columbia University,Department of Earth and Environmental Sciences,https://eesc.columbia.edu/
weidai6,University of Birmingham,School of Computer Science,https://www.cs.bham.ac.uk/people/
sithira2,Australian National University,Engineering & Computer Science,https://cecs.anu.edu.au/people
rsw2,University of West Indies St. Augustine,Department of Computing & Information Technology,https://sta.uwi.edu/fst/dcit/staff-profiles
aj26,Tata Institute of Fundamental Research,School of Technology & Computer Science,http://www.tcs.tifr.res.in/people/faculty
marinap2,Massachusetts Institute of Technology,Department of Biological Engineering,https://be.mit.edu/directory
kumar64,"EPFL, Laussame",School of Engineering >  Electrical Engineering,https://sti.epfl.ch/research/institutes/iel/faculty/
difangu2,University of Michigan,School of Information,https://www.si.umich.edu/people/directory/faculty?page=1
joelk2,University of Wisconsin - Madison,Engineering Physics,https://directory.engr.wisc.edu/ep/faculty
cf16,University of Alaska Fairbanks,College of Fisheries and Ocean Sciences,https://www.uaf.edu/cfos/people/faculty/index.php
sharadk2,Jawaharlal Nehru University,School of Computer and Systems Sciences,https://www.jnu.ac.in/scss-faculty
yex2,University of Wisconsin - Madison,Department of Bacteriology,https://bact.wisc.edu/people.php?t=rf
ap41,MIT,Political Science,https://polisci.mit.edu/people/faculty
kore3,University of North Carolina at Chapel Hill,Department of Applied Physical Sciences,https://aps.unc.edu/faculty_full/
astrok2,University of Sheffield,Department of Computer Science,https://www.sheffield.ac.uk/dcs/people/academic
wfg2,Ohio University,Electrical Engineering and Computer Science,https://www.ohio.edu/engineering/eecs/people/faculty
yunfeim2,York University,Lassonde Engineering,https://lassonde.yorku.ca/faculty-directory
aylinev2,Yale,Mechanical Engineering and materials science,https://seas.yale.edu/departments/mechanical-engineering-and-materials-science/faculty
htmoss2,Loughborough University,Computer Science,https://www.lboro.ac.uk/departments/compsci/staff/
ruiliu7,University of California Berkeley,Physics - Particle physics,https://physics.berkeley.edu/research/particle-physics
mlw6,Georgia State University,Computer Science,https://www.cs.gsu.edu/role/faculty/
ychen380,UC Davis,Department of Physics and Astronomy,http://physics.ucdavis.edu/people/faculty
xliu120,UCLA,Anderson School of Management,https://www.anderson.ucla.edu/faculty-and-research/faculty-directory
datta7,Cornell University,Department of Operations Research and Information Engineering,https://www.orie.cornell.edu/orie/faculty-directory
steven36,University of Utah ,Biomedical Engineering,https://www.bme.utah.edu/department-directory/#filter-Faculty
manghs,Harvard University,School of dental medicine,https://hsdm.harvard.edu/people/people-role/faculty-full-time
rahul9,University of Ontario Institute Technology,Computer Science,https://science.ontariotechu.ca/graduate/computer-science/people.php
mkhanal2,University of St. Thomas,School of Engineering (Graduate Program in Software),https://www.stthomas.edu/gradsoftware/about/faculty/
houyuan2,University of Iowa,Electrical and Computer Engineering,https://ece.engineering.uiowa.edu/people
junghee2,University of Queensland,School of Agriculture and Food Sciences,https://agriculture.uq.edu.au/team/academic
wstan2,Georgia Tech,Mathematics,https://math.gatech.edu/people?field_job_type_tid=11
vmondal2,University of Chicago Booth,Emeriti,https://www.chicagobooth.edu/faculty/emeriti
skdutta2,University of Colorado at Boulder,Aerospace Engineering Sciences,https://www.colorado.edu/aerospace/people
skure2,Illinois Wesleyan University,Biology,https://www.iwu.edu/biology/faculty/
bp14,University of New Haven,Engineering,https://www.newhaven.edu/engineering/faculty.php
cds8,University of Washington,Industrial Systems Engineering,https://ise.washington.edu/facultyfinder
yyc2,University of Waterloo,Chemical Engineering,https://uwaterloo.ca/chemical-engineering/about/people/group/36
hh23,Korea University,Computer Science and Engineering,https://cs.korea.edu/cs_en/about/professor.do
zwe,University of Wisconsin - Milwaukee,College of Engineering & Applied Science,https://uwm.edu/engineering/classification/faculty/computer-science/
wl13,"University of California, Berkeley ",College of Chemistry ,https://chemistry.berkeley.edu/faculty/chem
mdw8,Texas State University,Mathematics Department,https://www.math.txstate.edu/about/people/faculty.html
codylw2,Ohio State University,Mechanical and Aerospace Engineering,https://mae.osu.edu/directory/faculty
gchoi17,UC Davis,Mathematics,https://www.math.ucdavis.edu/people/faculty/
heidist2,University of Illinois at Urbana-Champaign,"Nuclear, Plasma & Radiological Engineering",https://npre.illinois.edu/people/faculty
hbojja2,"Colorado State University, Fort Collins",Department Of Computer Science,https://compsci.colostate.edu/people/
zy29,University of Wisconsin - Madison,Law School,https://law.wisc.edu/directory/
ashinde2,University of Virginia,Biomedical Engineering,https://engineering.virginia.edu/departments/biomedical-engineering
nsk3,Purdue,Nuclear Engineering,https://engineering.purdue.edu/NE/people
yanyuew2,University of Florida,Materials Science and Engineering,https://mse.ufl.edu/people/?cn-s=&cn-cat=3
zy7,Carnegie Mellon University ,Engineering and Public Policy,https://www.cmu.edu/epp/people/faculty
nadiaw2,Old Dominion University,Computational Modeling and Simulation Engineering,https://www.odu.edu/eng/directory
cheeht2,University of Minnesota,Mathematics,https://math.umn.edu/about/directory?keys=&field_role_type_value=faculty
prhung2,University of Pennsylvania,Mathematics,https://www.math.upenn.edu/people/standing-faculty
mx9,University of Cincinnati,Engineering Education,https://ceas.uc.edu/academics/departments/engineering-education/people.html
ms76,University of South Carolina,Computer Science and Engineering,https://www.sc.edu/study/colleges_schools/engineering_and_computing/departments/computer_science_and_engineering/our_people/index.php
peesary2,IIIT Hyderabad,All,https://www.iiit.ac.in/people/faculty/
umonda12,The University of Tampa,Information Technology and Management,https://www.ut.edu/directory?cat=217
https://cci.uncc.edu/directory/sis/faculty,University of Cambridge,"Mechanical Engineering (Mechanics, Materials and Design)",http://www.eng.cam.ac.uk/people/division/126
joan2,Carthage College,Biology,https://www.carthage.edu/biology/faculty/
sgn3,University of Michigan-Dearborn,Computer and Information Science,https://umdearborn.edu/cecs/departments/computer-and-information-science/our-faculty-research
rnowak6,Purdue,Civil Engineering,https://engineering.purdue.edu/CE/People/Faculty
savitha3,University of North Carolina at Charlotte,Software and Information System,https://cci.uncc.edu/directory/sis/faculty
guanhua2,Stanford University,Civil and Environmental Engineering,https://cee.stanford.edu/people/faculty/grid
magadum2,Southern Methodist University,"Engineering management ,Information and systems",https://www.smu.edu/Lyle/Academics/Departments/EMIS/People
jgm6,University of Chicago,Pritzker School of Molecular Engineering,https://pme.uchicago.edu/people/faculty-directory
sr50,University of Arizona,Computer Science,https://www.cs.arizona.edu/about/faculty 
diegom3,University of Central Florida,Department of Electrical and Computer Engineering,https://www.ece.ucf.edu/people/all-faculty/
ss129,University of Houston Victoria,Arts and Sciences,https://www.uhv.edu/arts-and-sciences/about/faculty/
sbs7,Massachusetts Institute of Technology,Institute For Medical Engineering & Science,http://imes.mit.edu/people/faculty/
gvmenon2,Central Connecticut State University,COmputer Science,https://www.ccsu.edu/cs/faculty.html
jianjia2,University of Minnesota,"Civil, Environmental and Geo-Engineering",http://www.cege.umn.edu/directory/index.html
rohank2,California Institute of Technology,Aerospace ,https://galcit.caltech.edu/people
mh54,Georgia Tech,Electrical and Computer Engineering,https://www.ece.gatech.edu/faculty-staff-directory?field_group_filter_value=1
jg17,The University of Manchester,Computer Science,https://www.cs.manchester.ac.uk/about/people/academic-and-research-staff/
surajb2,University of Illinois at Urbana–Champaign,School of Information Sciences,https://ischool.illinois.edu/people/faculty
davidmg4,Rice University,Chemical Biology,https://chemistry.rice.edu/chemical-biology
ctjong2,University of Washington,Chemical Engineering,https://www.cheme.washington.edu/facresearch/core-faculty.html
ylchua2,University of Arizona,Electrical and Computer Engineering,https://ece.engineering.arizona.edu/faculty-staff
pkd3,Georgia Tech,Biological Sciences,https://biosciences.gatech.edu/people?field_last_name_value=&field_job_category_tid=19
coreys2,Stanford University,Chemistry,https://chemistry.stanford.edu/people/faculty
longw2,Seattle University,Computer Science,https://www.seattleu.edu/scieng/computer-science/faculty-and-staff/
ns10,"University of Minnesota, Twin-Cities",Physics,https://www.physics.umn.edu/people/faculty/
jml11,University of Arizona,Biosystems Engineering,https://be.arizona.edu/people-list?field_uaqs_person_category_tid=4
mksingh4,University of Manchester,Electrical and Electronic Engineering,https://www.eee.manchester.ac.uk/about/people/academic-and-research-staff/
tmcnu3,University of Wisconsin - Madison,Neuroscience,https://neuro.wisc.edu/faculty-biographies-2/
wchild2,University of Hawaii,Electrical Engineering,http://www.ee.hawaii.edu/faculty/
rupsis2,Indiana University–Purdue University Indianapolis,Computer Science,
sjma3,Biola University,Speech-Pathology,https://www.biola.edu/speech-language-pathology-ms/faculty
ziyuan3,Carnegie Mellon University ,Human-Computer Interaction Institute,https://www.hcii.cmu.edu/people/faculty
ruoyuz3,University of Michigan,Chemical Engineering,https://che.engin.umich.edu/role/faculty/
hsiddhu2,University Of Washington,Department of Bio Engineering,https://bioe.uw.edu/faculty-staff/faculty-directory/
pravada2,University of Illinois Urbana-Champaign,School of Molecular and Cellular Biology,http://mcb.illinois.edu/faculty
cs11,Massachusetts Institute of Technology,Civil and Environmental Engineering,https://cee.mit.edu/people/faculty/
cdblair2,University of Idaho,Mechanical Engineering,https://www.uidaho.edu/engr/departments/me/our-people
sonals3,Virginia Tech,Aeospace and Ocean Engineering,https://www.aoe.vt.edu/people/faculty.html
anguyen4,Portland State University,Electrical Engineering Department ,https://www.pdx.edu/electrical-computer-engineering/faculty
navyaas2,University of Manchester ,Department of Chemical Engineering and Analytical Science ,https://www.ceas.manchester.ac.uk/about/people/academic-and-research-staff/
xuechen5,UCLA,Department of Sociology,https://soc.ucla.edu/
jiayic15,Tulane University ,Freeman School of Business - Finance,https://business.tulane.edu/faculty-research/faculty-listings.php?area=finc&area=finc
arocas2,University of Colorado Boulder,Mechanical Engineering,https://www.colorado.edu/mechanical/people/faculty
sasi2,Lamar University,Computer Science,https://www.lamar.edu/arts-sciences/computer-science/people/faculty-members/index.html
kuhn9,University of North Carolina at Chapel Hill,Biology,https://bio.unc.edu/people/faculty/
jamesfc2,Drexel University,Materials Science and Engineering,https://drexel.edu/engineering/academics/departments/materials-science-engineering/faculty-staff/?department={28F44580-E712-431A-B616-23FEBD5B0317}&facultyType={E2763832-FDC8-4021-A5F9-0CE9085C3F90}&q&sortBy=relevance&sortOrder=asc&page=1
khanal2,University of North Dakota,Electric and Computer Science,https://engineering.und.edu/academics/electrical-and-computer-science/faculty.html
ch61,University of American ,Mathemastics&statistic,https://www.american.edu/cas/mathstat/faculty/
piquito2,University of Johannesburg,Engineering and the Built Environment,https://www.uj.ac.za/faculties/febe/Pages/professor-staff.aspx
xiluo4,National University of Singapore,Electrical and Computer Engineering,https://www.eng.nus.edu.sg/ece/about-us/people/academic-staff/
sbseo2,Carnegie Mellon University,Machine Learning,https://www.ml.cmu.edu/people/core-faculty.html
mrente5,Duke University,Pratt School of Engineering,https://pratt.duke.edu/faculty
pgruber2,Texas State University,Ingram School of Engineering,https://www.engineering.txstate.edu/Contact/faculty.html
td2,"University of California, Los Angeles",Statistics,http://directory.stat.ucla.edu/faculty/ladder/
riyag3,Worcester Polytechnic Institute,Civil & Environmental Engineering,https://www.wpi.edu/academics/departments/civil-environmental-engineering/faculty-staff
manasco2,Ball State University,Computer Science,https://www.bsu.edu/academics/collegesanddepartments/computer-science/about/faculty-staff
kamlesh2,Indiana University,Department of Information & Library Science,https://ils.indiana.edu/faculty-directory/index.html?&type=2&aca_dept=2
wonyan2,University of Illinois at Chicago,Civil and Materials Engineering,https://cme.uic.edu/faculty-and-staff/faculty/
beizhao3,Eastern Illinois University,Mathematics and Computer Science ,https://www.eiu.edu/math/personnel.php
daechoi2,Davison College,Mathematics and Computer Science ,https://www.davidson.edu/academic-departments/mathematics-and-computer-science/faculty-staff
mkopcke2,University of Bath,Electronic & Electrical Engineering,https://www.bath.ac.uk/teams/department-of-electronic-electrical-engineering-academic-staff
cnj3,Yale University,Computer Science,https://cpsc.yale.edu/people/faculty
ps13,University of California - San Diego,Bioengineering,https://jacobsschool.ucsd.edu/faculty?first_name=&last_name=&department=Bioengineering
st19,University of Memphis,Computer Science,https://www.memphis.edu/cs/people/index.php
bryanph2,University of Michigan,School of Kinesiology,https://www.kines.umich.edu/directory
phadnis3,Rice University,Statistics,https://statistics.rice.edu/people/faculty
ctoombs2,Penn State University,Computer Science and Electrical Engineering,https://www.eecs.psu.edu/departments/cse-faculty-list.aspx
ezras2,California State University at Northridge,Computer Science,https://www.csun.edu/engineering-computer-science/computer-science/computer-science-faculty
mjm31,Rockhurst University,Engineering & Computing,https://www.rockhurst.edu/engineering-computing/faculty
tztong2,Rice University,Civil and Environmental Engineering,https://cee.rice.edu/people/faculty
eliassh2,University of Washington,Department of Aeronautics & Astronautics,https://www.aa.washington.edu/facultyfinder
brekken2,"Minnesota State University, Mankato",Integrated Engineering,https://cset.mnsu.edu/departments/integrated-engineering/faculty-and-staff/
ndeena2,University of Illinois at Chicago,Physics,https://phys.uic.edu/people/facultydirectory/
sg53,University of Illinois at Urbana Champaign,Industrial & Enterprise Systems Engineering,https://ise.illinois.edu/directory/faculty.html
apradh6,Washington University in St Louis,Mechanical Engineering and Materials Science,https://mems.wustl.edu/faculty-research/directory.html
ashaa2,University of Michigan,Nursing,https://nursing.umich.edu/faculty-staff/faculty
tianren2,Purdue University,Materials Engineering,https://engineering.purdue.edu/MSE/people/ptFaculty
partovi2,Carnegie Mellon University,Electrical and Computer Engineering,https://www.ece.cmu.edu/directory/faculty.html
hongru2,Cornell University,Earth and Atomsphere Science,https://www.eas.cornell.edu/eas/faculty-directory
akshaya2,University of Ottawa,School of Electrical Engineering and Computer Science,https://engineering.uottawa.ca/people?cat_1=976
zichunx2,Colorado School of Mines,Chemistry,https://chemistry.mines.edu/faculty-and-staff/
karnati3,University of Notre Dame,Department of Electrical Engineering,https://ee.nd.edu/people/faculty
faithc2,University of Texas Arlington,Mechanical and Aerospace Engineering,https://www.uta.edu/academics/schools-colleges/engineering/academics/departments/mechanical-aerospace/faculty-directory
rtakaki2,The University of Tokyo,"Department of Chemistry & Biotechnology, School of Engineering",http://www.chembio.t.u-tokyo.ac.jp/e/member.html
squires4,Brown University,Neuroscience,https://www.brown.edu/academics/neuroscience/faculty
asandur2,Yale University,Applied Mathematics,https://applied.math.yale.edu/people/faculty
ayeh2,California State University Long Beach,Biomedical Engineering ,http://web.csulb.edu/colleges/coe/bme/faculty/index.shtml
thr2,KTH Stockholm,Computer Science,https://www.kth.se/directory/j/jh
jiajunw6,University of Macau,"Department of Computer and Information Science
",https://www.cis.um.edu.mo/acadstaff.html
pwasal3,University of Illinois at Chicago,Chemical Engineering,https://che.uic.edu/faculty-and-staff/core-faculty/
ljing2,"University of California, Irvine",Material Science and Engineering,https://engineering.uci.edu/dept/mse/faculty-staff/faculty
tbhakta2,UC San Diego,Electrical and Computer Engineering,http://www.ece.ucsd.edu/people/faculty
rosed2,"University of Minnesota, Minneapolis",Mechanical Engineering,https://cse.umn.edu/me/people/faculty
sciotti2,"University of Massachusetts, Amherst",Polymer Science and Engineering,https://che.umass.edu/
yh43,University of Florida ,Department of Mechanical & Aerospace Engineering,https://mae.ufl.edu/people/faculty/primary/
dilipr2,The University of Texas at San Antonio,Department of Computer Science,https://cs.utsa.edu/people/faculty
rishiw2,Stanford University,Applied Physics,http://appliedphysics.stanford.edu/people/faculty
yimengh2,Columbia University,Biological Sciences,https://www.biology.columbia.edu/people/faculty-department
jinning4,Shanghai Jiao Tong University,Department of Computer Science and Engineering,http://www.cs.sjtu.edu.cn/en/Faculty.aspx
xinpeij2,Cornell University,Materials Science and Engineering,https://www.mse.cornell.edu/mse/faculty-directory
hpandey3,Stanford University,Physics Department,https://physics.stanford.edu/people/faculty
sshah273,Johns Hopkins University,Information Security Institute,https://isi.jhu.edu/faculty/
darrenm2,San Jose State University,Mechanical Engineering,https://www.sjsu.edu/me/facultystaff/faculty/index.html
huamani2,Rice University,Physics,https://physics.rice.edu/faculty
kylem6,"California Polytechnic State University, San Luis Obispo",Biology,https://bio.calpoly.edu/content/faculty-and-staff
kn13,Rutgers university ,Cell Biology and Neuroscience,https://cbn.rutgers.edu/people/faculty
yuxiang,"University of California, Los Angeles",Computer Science,https://samueli.ucla.edu/search-faculty/#cs
yucongg2,"California polytechnis state university, pomona",mathematics,https://www.cpp.edu/sci/mathematics-statistics/faculty-and-staff/full-time.shtml
danco2,Boston University,Mechanical Engineering,https://www.bu.edu/eng/departments/me/people/
semenza2,Purdue University,Electrical and Computer Engineering,https://engineering.purdue.edu/ECE/People/Faculty
qunyus2,University of Illinois at Urbana-Champaign,Mechanical Science and Engineering,http://mechanical.illinois.edu/people/faculty
jnhuss2,Villanova University,Civil and Environmental Engineering,https://www1.villanova.edu/villanova/engineering/faculty/facstaff/facultycivil.html
npatta2,Harrisburg University,Corporate Faculty,https://www.harrisburgu.edu/about/our-people/faculty-staff/
jiahuah2,Santa Clara University,Mechanical Engineering,https://www.scu.edu/engineering/academic-programs/department-of-mechanical-engineering/faculty-and-staff/
falobba2,California State University Long Beach,Electrical Engineering,https://www.csulb.edu/college-of-engineering/electrical-engineering
sbitra2,UC Berkeley,Nuclear Engineering,https://nuc.berkeley.edu/faculty/
jck3,University of Michigan,Material Science and Engineering,https://mse.engin.umich.edu/people?classification=fac
zijingc3,Stanford University,Economics,https://economics.stanford.edu/people/faculty
cbulnes2,Florida International University,Civil Engineering,https://cee.fiu.edu/about/faculty-staff/faculty
jiaxili3,Georgia Tech,Economics,https://econ.gatech.edu/people/faculty
bbhatia2,UIUC,Agricultural Engineering,https://abe.illinois.edu/directory/faculty
xinyihe4,Cornell University,Civil and Environmental Engineering,https://www.cee.cornell.edu/cee/faculty-directory
reckoner_david,IIT Kharagpur,Computer Science,http://www.iitkgp.ac.in/department/CS/faculties
yuranw3,"University of California, Los Angeles",Bioengineering,https://samueli.ucla.edu/search-faculty#be
jianzhe2,Duke University,Electrical and Computer Engineering,https://ece.duke.edu/faculty
pinkyc2,ABES Engineering College,Computer Science,https://www.abes.ac.in/academics/departments/under-graduate/computer-science-engineering/faculty/
rixu2,University of Waterloo,System Design Engineering,https://uwaterloo.ca/systems-design-engineering/about/people/group/34
oboffil2,Charlestone southern University ,Deparment of computer science ,https://www.charlestonsouthern.edu/directory/
karlind2,Western Washington University,Department of Engineering and Design,https://engineeringdesign.wwu.edu/directory/faculty
ar13,Rensselaer Polytechnic Institute,Material Science and Engineering,https://mse.rpi.edu/people
sc49,University of Cambridge,Information Engineering,http://www.eng.cam.ac.uk/people/division/121?field_user_list_category_tid=216
jinouy2,University of Waterloo,Earth and Environmental Sciences,https://uwaterloo.ca/earth-environmental-sciences/about/people/group/25
arnavj3,Washington University in St Louis,Computer Science,https://cse.wustl.edu/faculty-research/directory.html
rfraser3,Oregon State University,"Mechanical, Industrial, and Manufacturing Engineering",https://mime.oregonstate.edu/faculty-and-staff/research-faculty
rmiriya2,Hampton University,Physics,https://science.hamptonu.edu/physics/faculty/index.cfm
jacobvp2,Hampton University,Chemistry,https://science.hamptonu.edu/chem/faculty/index.cfm
perakis2,Florida International University,Electrical and Computer Engineering,https://ece.fiu.edu/people/faculty/
ludy2,University of Kentucky,Mechanical Engineering,https://www.engr.uky.edu/research-faculty/departments/mechanical-engineering/people
henryg3,Stevens Institute of Technology,Chemical Engineering and Materials Science,https://www.stevens.edu/schaefer-school-engineering-science/departments/chemical-engineering-materials-science/faculty-staff
sajidas2,University of South Carolina,Integrated Information Technology,https://www.sc.edu/study/colleges_schools/engineering_and_computing/departments/integrated_information_technology/our_people/index.php
yil7,University of Illinois at Urbana Champaign,Statistics,https://stat.illinois.edu/directory/faculty
satta2,Texas A&M,Aerospace Engineering,https://engineering.tamu.edu/aerospace/profiles/index.html#Faculty
srashee2,Benedictine University,Science,http://www.ben.edu/college-of-science/people/faculty-and-staff-directory.cfm
vibhorj2,MIT,Economics,https://engineering.mit.edu/faculty/
gey2,American University,Chemistry,https://www.american.edu/cas/chemistry/
xuehaow2,University of Illinois at Urbana Champaign,Mathematics,https://math.illinois.edu/directory/faculty
fkhan71,UNIVERSITY of NEW ORLEANS,Computer Science,https://www.uno.edu/academics/college-of-engineering/departments-and-schools/mechanical-engineering/faculty
mcshaw2,"University of California, San Diego",Economics,https://economics.ucsd.edu/faculty-and-research/faculty-profiles/
tgw4,University of Arizona,Systems and Industrial Engineering,https://sie.engineering.arizona.edu/faculty-staff/faculty
stevenp6,University of Wisconsin-Stout,Computer Science,https://www.uwstout.edu/directory?search=&f%5B0%5D=department_content_title%3AMathematics%2C%20Statistics%20and%20Computer%20Science%20Department
yerande2,Carnegie Mellon University,Mathematical Sciences,https://www.cmu.edu/math/people/faculty/index.html
mackt2,University of Essex,Computer Science,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/people/academic
hle30,University of Illinois at Urbana-Champaign,,https://nres.illinois.edu/directory/faculty
jialong2,University of Illinois at Urbana-Champaign,Materials Science & Engineering,https://matse.illinois.edu/people/faculty
yiz9,Seattle University,Mathematics,https://www.seattleu.edu/scieng/math/about-us--find-us/faculty-and-staff/
hhc3,Massachusetts Institute of Technology,"Data, Systems, and Society",https://idss.mit.edu/people/?category=faculty
junting3,University of Illinois at Urbana-Champaign,Bioengineering,https://bioengineering.illinois.edu/directory/index.html
vsc5,Temple University,Civil Engineering,https://www.temple.edu/academics/degree-programs/civil-engineering-ms-en-cee-msce/our-faculty
dongniy2,New York University,Mathematics,https://math.nyu.edu/dynamic/people/faculty/
khatu2 ,University of Bristol,Computer Science,http://www.bristol.ac.uk/engineering/people/staff.html
runpeng3,"University of Minnesota, Twin Cities",Biomedical Engineering,https://cse.umn.edu/bme/faculty
blakekw2,Texas State University,Dept of Eng Technology,https://faculty.txstate.edu/search?page=1&perpage=10&dept=Dept%20of%20Eng%20Technology
wenxinf2,Purdue University,College of Engineering,https://engineering.purdue.edu/Engr/People/ptDirectory
cas18,The University of Chicago ,Computer Science,https://www.cs.uchicago.edu/people/faculty/
mrumpf2,Goethe Universität Frankfurt,Economics and Business,https://www.wiwi.uni-frankfurt.de/en/faculty/faculty-a-z.html
tanmoym2,National University of Singapore,Marketing,https://bizfaculty.nus.edu.sg/faculty-profiles/?departmentId=5
majee2,Rensselaer Polytechnic Institute,Chemical And Biomolecular Engineering (CBE),https://cbe.rpi.edu/people
jaimeg4,University of Montreal,Department of Mathematics and Statistics,https://dms.umontreal.ca/en/departmental-directory/professors
melikov2,Carnegie Mellon University,Machine Learning Department,https://www.ml.cmu.edu/people/core-faculty.html
wlupo2,Providence College,Mathematics & Computer Science,https://mathematics-computer-science.providence.edu/faculty/
yanghui2,Yeshiva University,Mathematics,https://www.yu.edu/yeshiva-college/ug/mathematics/faculty
kr22,MIT,Biology,https://biology.mit.edu/faculty-and-research/faculty/
chitrau2,University of California - Merced,College of Engineering,https://engineering.ucmerced.edu/faculty
kaur13,Stony Brook,College of Business,https://www.stonybrook.edu/commcms/business/about/_faculty/
fw9,Marquette University,Biological Sciences,https://www.marquette.edu/biology/directory/
sahni4,IIT Delhi,Electrical Engineering,http://ee.iitd.ac.in/people/faculty.html
shailrd2,University of Oregon,Physiology,https://physiology.uoregon.edu/profiles/faculty/
noa2,De Anza College,Chemistry,https://www.deanza.edu/chemistry/faculty.html
karanb2,Rochester Institute of Technology,Biomedical Engineering BS,https://www.rit.edu/program-directory?program=6219021
arhoeft2,Georgia Tech,Aerospace Engineering,http://www.ae.gatech.edu/people/faculty
